Short Puts - OptionsPlay,,,,,,,,,,,,,,
Symbol,Action,Expiry,Days To Expiry,Strike Price,Mid Price,Bid Price,Ask Price,Implied Volatility Rank,Earnings Date,Earnings Flag,Stock Price,Raw Return,Annualized Return,Distance To Strike
ORCL,Sell to Open,11/28/2025,28,255.00  $,9.15  $,8.80  $,9.50  $,56%,12/08/2025,N,262.61  $,3%,49%,-2.9%
ZS,Sell to Open,11/28/2025,28,325.00  $,11.48  $,9.75  $,13.20  $,27%,12/02/2025,N,331.14  $,3%,49%,-2%
DAL,Sell to Open,11/28/2025,28,56.00  $,1.97  $,1.91  $,2.03  $,18%,01/09/2026,N,57.38  $,3%,48.2%,-2%
LUV,Sell to Open,11/28/2025,28,30.00  $,1.04  $,1.00  $,1.08  $,17%,01/29/2026,N,30.30  $,3%,48%,-1%
NUE,Sell to Open,11/28/2025,28,147.00  $,5.10  $,3.70  $,6.50  $,24%,01/26/2026,N,150.05  $,3.4%,48%,-2%
SNPS,Sell to Open,11/28/2025,28,445.00  $,15.45  $,14.70  $,16.20  $,46%,12/10/2025,N,453.82  $,3.4%,48%,-2%
TSM,Sell to Open,11/28/2025,28,295.00  $,10.05  $,9.70  $,10.40  $,23%,,N,300.43  $,3%,47%,-2%
BX,Sell to Open,11/28/2025,28,145.00  $,4.90  $,4.75  $,5.05  $,20%,01/29/2026,N,146.64  $,3%,47%,-1%
IBKR,Sell to Open,11/28/2025,28,69.00  $,2.35  $,2.25  $,2.45  $,25%,01/20/2026,N,70.36  $,3%,47%,-2%
GLW,Sell to Open,11/28/2025,28,87.00  $,2.96  $,2.88  $,3.05  $,47%,01/28/2026,N,89.08  $,3%,47%,-2%
ETN,Sell to Open,11/28/2025,28,375.00  $,12.55  $,11.00  $,14.10  $,35%,11/04/2025,Y,381.56  $,3%,46%,-2%
NXPI,Sell to Open,11/28/2025,28,205.00  $,6.85  $,6.50  $,7.20  $,17%,02/02/2026,N,209.12  $,3%,46%,-2%
CDNS,Sell to Open,11/28/2025,28,335.00  $,11.05  $,10.20  $,11.90  $,20%,02/17/2026,N,338.69  $,3%,45.8%,-1%
INTU,Sell to Open,11/28/2025,28,655.00  $,21.55  $,20.50  $,22.60  $,59%,11/20/2025,Y,667.55  $,3%,45%,-2%
DIS,Sell to Open,11/28/2025,28,110.00  $,3.62  $,3.45  $,3.80  $,51%,11/13/2025,Y,112.62  $,3%,45%,-2%
MT,Sell to Open,11/28/2025,28,37.00  $,1.23  $,1.05  $,1.40  $,38%,,N,38.09  $,3%,45%,-3%
DLTR,Sell to Open,11/28/2025,28,97.00  $,3.18  $,2.71  $,3.65  $,20%,12/03/2025,N,99.12  $,3%,45%,-2%
PDD,Sell to Open,11/28/2025,28,132.00  $,4.32  $,3.60  $,5.05  $,20%,,N,134.87  $,3%,45%,-2%
KRE,Sell to Open,11/28/2025,28,58.50  $,1.92  $,0.95  $,2.90  $,23%,,N,60.00  $,3%,45%,-2.5%
KLAC,Sell to Open,11/21/2025,21,"1,180.00  $",38.65  $,36.90  $,40.40  $,33%,01/29/2026,N,"1,208.74  $",3.2%,61%,-2%
NTAP,Sell to Open,11/28/2025,28,115.00  $,3.75  $,2.00  $,5.50  $,46%,11/25/2025,Y,117.78  $,3%,44.7%,-2%
ASML,Sell to Open,11/28/2025,28,"1,040.00  $",33.60  $,29.20  $,38.00  $,26%,,N,"1,059.23  $",3%,45%,-2%
PYPL,Sell to Open,11/28/2025,28,68.00  $,2.18  $,2.12  $,2.24  $,31%,02/03/2026,N,69.27  $,3%,44%,-2%
DE,Sell to Open,11/28/2025,28,455.00  $,14.55  $,14.30  $,14.80  $,53%,11/26/2025,Y,461.63  $,3%,44%,-1%
TXN,Sell to Open,11/28/2025,28,160.00  $,5.07  $,4.60  $,5.55  $,20%,01/20/2026,N,161.46  $,3%,44%,-0.9%
DVN,Sell to Open,11/28/2025,28,32.00  $,1.02  $,0.96  $,1.07  $,25%,11/05/2025,Y,32.49  $,3%,44%,-2%
CCL,Sell to Open,11/28/2025,28,28.00  $,0.89  $,0.86  $,0.92  $,15%,12/18/2025,N,28.83  $,3%,43%,-3%
QCOM,Sell to Open,11/28/2025,28,175.00  $,5.52  $,5.00  $,6.05  $,41%,11/05/2025,Y,180.90  $,3%,43%,-3%
NOW,Sell to Open,11/28/2025,28,905.00  $,27.95  $,25.70  $,30.20  $,26%,01/28/2026,N,919.28  $,3%,43%,-2%
PHM,Sell to Open,11/28/2025,28,118.00  $,3.62  $,2.95  $,4.30  $,14%,01/29/2026,N,119.87  $,3%,42%,-2%
PSX,Sell to Open,11/28/2025,28,133.00  $,4.10  $,3.00  $,5.20  $,26%,01/30/2026,N,136.14  $,3%,42%,-2%
AEM,Sell to Open,11/28/2025,28,155.00  $,4.80  $,4.50  $,5.10  $,43%,02/12/2026,N,160.81  $,3%,41.9%,-4%
META,Sell to Open,11/28/2025,28,635.00  $,18.85  $,18.05  $,19.65  $,26%,01/28/2026,N,648.35  $,3%,41%,-2%
LVS,Sell to Open,11/28/2025,28,58.00  $,1.70  $,1.64  $,1.77  $,19%,01/28/2026,N,59.35  $,3%,40%,-2%
LULU,Sell to Open,11/28/2025,28,165.00  $,4.88  $,4.70  $,5.05  $,31%,12/11/2025,N,170.54  $,3%,40%,-3%
RCL,Sell to Open,11/28/2025,28,280.00  $,8.10  $,7.80  $,8.40  $,17%,01/27/2026,N,286.83  $,3%,40%,-2%
C,Sell to Open,11/28/2025,28,100.00  $,2.86  $,2.79  $,2.92  $,23%,01/14/2026,N,101.23  $,3%,40%,-1%
SMH,Sell to Open,11/28/2025,28,357.50  $,10.15  $,8.30  $,12.00  $,24%,,N,363.02  $,2.8%,39%,-2%
BA,Sell to Open,11/28/2025,28,200.00  $,5.60  $,5.40  $,5.80  $,9%,01/28/2026,N,201.02  $,3%,39%,-1%
IYR,Sell to Open,11/28/2025,28,94.00  $,2.64  $,0.34  $,4.95  $,9%,,N,94.66  $,3%,39%,-0.7%
CSCO,Sell to Open,11/28/2025,28,72.00  $,2.03  $,1.97  $,2.09  $,65%,11/12/2025,Y,73.11  $,3%,39%,-2%
RACE,Sell to Open,11/21/2025,21,400.00  $,11.20  $,10.80  $,11.60  $,41%,11/04/2025,Y,403.95  $,3%,53%,-1%
HSBC,Sell to Open,11/28/2025,28,70.00  $,1.92  $,1.45  $,2.40  $,22%,,N,70.07  $,3%,39%,-0.1%
CW,Sell to Open,11/21/2025,21,580.00  $,16.30  $,15.00  $,17.60  $,54%,11/05/2025,Y,595.73  $,3%,53%,-3%
URI,Sell to Open,11/28/2025,28,860.00  $,23.75  $,22.60  $,24.90  $,15%,01/28/2026,N,871.18  $,3%,38%,-1%
CRH,Sell to Open,11/28/2025,28,117.00  $,3.22  $,2.55  $,3.90  $,3%,11/05/2025,Y,119.10  $,3%,38%,-2%
CAT,Sell to Open,11/28/2025,28,570.00  $,15.58  $,14.80  $,16.35  $,29%,01/29/2026,N,577.26  $,2.7%,38%,-1%
LLY,Sell to Open,11/28/2025,28,850.00  $,23.20  $,20.60  $,25.80  $,21%,,N,862.86  $,3%,38%,-1%
PGR,Sell to Open,11/28/2025,28,205.00  $,5.55  $,5.20  $,5.90  $,23%,01/28/2026,N,206.00  $,3%,38%,0%
TXRH,Sell to Open,11/28/2025,28,160.00  $,4.40  $,3.20  $,5.60  $,44%,11/06/2025,Y,163.58  $,3%,38%,-2%
COP,Sell to Open,11/28/2025,28,87.00  $,2.37  $,2.19  $,2.54  $,24%,11/06/2025,Y,88.86  $,3%,37%,-2%
ADBE,Sell to Open,11/28/2025,28,335.00  $,9.02  $,8.80  $,9.25  $,30%,12/10/2025,N,340.31  $,3%,37%,-2%
WMT,Sell to Open,11/28/2025,28,100.00  $,2.67  $,2.59  $,2.75  $,38%,11/20/2025,Y,101.18  $,3%,37%,-1%
CRM,Sell to Open,11/28/2025,28,255.00  $,6.88  $,6.55  $,7.20  $,30%,12/02/2025,N,260.41  $,3%,37%,-2%
XHB,Sell to Open,11/28/2025,28,104.00  $,2.77  $,2.14  $,3.40  $,7%,,N,105.03  $,3%,37%,-1%
STZ,Sell to Open,11/28/2025,28,129.00  $,3.45  $,3.30  $,3.60  $,39%,01/08/2026,N,131.38  $,3%,37%,-2%
LNG,Sell to Open,11/28/2025,28,210.00  $,5.55  $,4.90  $,6.20  $,25%,,N,212.00  $,3%,37%,-1%
UNH,Sell to Open,11/28/2025,28,335.00  $,8.95  $,8.75  $,9.15  $,20%,01/15/2026,N,341.56  $,3%,37%,-2%
GILD,Sell to Open,11/28/2025,28,118.00  $,3.12  $,2.94  $,3.30  $,60%,,N,119.79  $,2.6%,37%,-1%
TDG,Sell to Open,11/21/2025,21,"1,290.00  $",33.85  $,30.80  $,36.90  $,46%,11/06/2025,Y,"1,308.51  $",3%,49.7%,-1%
USO,Sell to Open,11/28/2025,28,71.50  $,1.88  $,1.84  $,1.92  $,16%,,N,72.56  $,3%,36%,-1%
LOW,Sell to Open,11/28/2025,28,235.00  $,6.18  $,5.90  $,6.45  $,31%,11/19/2025,Y,238.13  $,3%,36.4%,-1%
SU,Sell to Open,11/28/2025,28,39.00  $,1.03  $,0.45  $,1.60  $,21%,11/04/2025,Y,39.81  $,3%,36%,-2%
UPS,Sell to Open,11/28/2025,28,95.00  $,2.46  $,2.36  $,2.55  $,18%,02/05/2026,N,96.42  $,3%,36%,-1%
AMZN,Sell to Open,11/28/2025,28,240.00  $,6.18  $,5.90  $,6.45  $,56%,,N,244.22  $,3%,35.5%,-2%
TMF,Sell to Open,11/28/2025,28,41.00  $,1.04  $,1.01  $,1.08  $,1%,,N,41.41  $,3%,35%,-1%
XBI,Sell to Open,11/28/2025,28,111.00  $,2.82  $,2.50  $,3.15  $,13%,,N,112.71  $,3%,35%,-2%
AFL,Sell to Open,11/28/2025,28,106.00  $,2.68  $,2.25  $,3.10  $,38%,11/04/2025,Y,107.19  $,2.5%,35%,-1%
ACN,Sell to Open,11/28/2025,28,245.00  $,6.25  $,5.90  $,6.60  $,50%,12/18/2025,N,250.10  $,2.5%,35%,-2%
EME,Sell to Open,11/21/2025,21,660.00  $,16.90  $,15.70  $,18.10  $,34%,,N,675.78  $,2.5%,48%,-2%
DHI,Sell to Open,11/28/2025,28,145.00  $,3.70  $,3.60  $,3.80  $,20%,01/20/2026,N,149.08  $,2%,35%,-3%
PWR,Sell to Open,11/21/2025,21,440.00  $,11.15  $,9.70  $,12.60  $,27%,,N,449.13  $,2%,48%,-2%
GE,Sell to Open,11/28/2025,28,305.00  $,7.62  $,7.15  $,8.10  $,16%,01/20/2026,N,308.95  $,2%,35%,-1%
VLO,Sell to Open,11/28/2025,28,165.00  $,4.18  $,4.00  $,4.35  $,15%,01/29/2026,N,169.56  $,2%,35%,-3%
NFLX,Sell to Open,11/28/2025,28,"1,100.00  $",27.45  $,25.95  $,28.95  $,41%,01/20/2026,N,"1,118.86  $",2%,34%,-2%
GOOGL,Sell to Open,11/28/2025,28,275.00  $,6.90  $,6.75  $,7.05  $,37%,02/03/2026,N,281.19  $,2%,34%,-2.2%
SBUX,Sell to Open,11/28/2025,28,79.00  $,1.98  $,1.88  $,2.08  $,24%,01/27/2026,N,80.87  $,2%,34%,-2%
COF,Sell to Open,11/28/2025,28,215.00  $,5.35  $,5.10  $,5.60  $,16%,01/20/2026,N,219.99  $,2%,34%,-2%
ARGX,Sell to Open,11/21/2025,21,800.00  $,19.85  $,18.30  $,21.40  $,59%,,N,818.50  $,2%,47%,-2%
SLV,Sell to Open,11/28/2025,28,43.00  $,1.06  $,1.04  $,1.09  $,44%,,N,44.01  $,2%,34%,-2%
ROST,Sell to Open,11/28/2025,28,155.00  $,3.85  $,3.50  $,4.20  $,56%,11/20/2025,Y,158.92  $,2%,34%,-2%
GS,Sell to Open,11/28/2025,28,780.00  $,19.05  $,18.35  $,19.75  $,20%,01/15/2026,N,789.37  $,2%,34%,-1%
EOG,Sell to Open,11/28/2025,28,104.00  $,2.55  $,2.25  $,2.85  $,27%,11/06/2025,Y,105.84  $,2%,34%,-2%
NKE,Sell to Open,11/28/2025,28,63.00  $,1.55  $,1.48  $,1.62  $,27%,12/18/2025,N,64.59  $,2.4%,34%,-2%
WFC,Sell to Open,11/28/2025,28,86.00  $,2.08  $,2.02  $,2.14  $,17%,01/14/2026,N,86.97  $,2%,34%,-1%
AIG,Sell to Open,11/28/2025,28,78.00  $,1.88  $,1.05  $,2.70  $,36%,11/04/2025,Y,78.96  $,2%,33%,-1%
HD,Sell to Open,11/28/2025,28,375.00  $,8.95  $,8.50  $,9.40  $,33%,11/18/2025,Y,379.59  $,2%,33.1%,-1%
XOP,Sell to Open,11/28/2025,28,125.00  $,2.98  $,1.91  $,4.05  $,16%,,N,126.82  $,2%,33%,-1%
GOOG,Sell to Open,11/28/2025,28,275.00  $,6.55  $,6.40  $,6.70  $,35%,02/03/2026,N,281.82  $,2%,33%,-2%
CPB,Sell to Open,11/28/2025,28,30.00  $,0.70  $,0.35  $,1.05  $,28%,12/02/2025,N,30.13  $,2%,33%,0%
DB,Sell to Open,11/21/2025,21,35.00  $,0.82  $,0.80  $,0.85  $,23%,01/29/2026,N,35.77  $,2%,44%,-2%
BMY,Sell to Open,11/28/2025,28,45.00  $,1.06  $,1.01  $,1.11  $,38%,,N,46.07  $,2.3%,32.3%,-2%
BKNG,Sell to Open,11/28/2025,28,"5,000.00  $",116.45  $,100.90  $,132.00  $,26%,02/19/2026,N,"5,077.74  $",2%,32.2%,-2%
KWEB,Sell to Open,11/28/2025,28,39.00  $,0.91  $,0.70  $,1.13  $,10%,,N,39.95  $,2%,32%,-2%
BAC,Sell to Open,11/28/2025,28,53.00  $,1.22  $,1.18  $,1.26  $,21%,01/14/2026,N,53.45  $,2%,32%,-1%
OXY,Sell to Open,11/28/2025,28,40.00  $,0.93  $,0.90  $,0.96  $,22%,11/10/2025,Y,41.20  $,2%,32%,-3%
CVS,Sell to Open,11/28/2025,28,77.00  $,1.74  $,1.68  $,1.81  $,14%,02/11/2026,N,78.15  $,2%,31%,-1%
GM,Sell to Open,11/28/2025,28,68.00  $,1.51  $,1.46  $,1.56  $,10%,01/27/2026,N,69.09  $,2%,31%,-2%
IBM,Sell to Open,11/28/2025,28,300.00  $,6.70  $,6.55  $,6.85  $,32%,01/28/2026,N,307.41  $,2%,30.6%,-2%
MRK,Sell to Open,11/28/2025,28,85.00  $,1.88  $,1.80  $,1.95  $,20%,,N,85.98  $,2%,31%,-1%
TJX,Sell to Open,11/28/2025,28,138.00  $,3.06  $,2.87  $,3.25  $,44%,11/19/2025,Y,140.14  $,2%,31%,-2%
NEE,Sell to Open,11/28/2025,28,80.00  $,1.76  $,1.71  $,1.82  $,21%,01/23/2026,N,81.40  $,2%,30%,-2%
ISRG,Sell to Open,11/28/2025,28,525.00  $,11.55  $,9.70  $,13.40  $,21%,01/22/2026,N,534.28  $,2%,30%,-2%
XOM,Sell to Open,11/28/2025,28,113.00  $,2.44  $,2.36  $,2.52  $,18%,10/31/2025,Y,114.36  $,2%,30%,-1%
UNP,Sell to Open,11/28/2025,28,220.00  $,4.70  $,4.50  $,4.90  $,18%,01/22/2026,N,220.37  $,2%,30%,0%
SLB,Sell to Open,11/28/2025,28,35.00  $,0.76  $,0.73  $,0.80  $,12%,01/16/2026,N,36.06  $,2%,30%,-3%
FDX,Sell to Open,11/28/2025,28,250.00  $,5.32  $,5.10  $,5.55  $,18%,12/18/2025,N,253.82  $,2.1%,29%,-2%
ULTA,Sell to Open,11/28/2025,28,510.00  $,10.85  $,9.50  $,12.20  $,14%,12/04/2025,N,519.88  $,2%,29.3%,-1.9%
XLK,Sell to Open,11/28/2025,28,297.50  $,6.20  $,4.30  $,8.10  $,17%,,N,300.68  $,2%,29%,-1%
PNC,Sell to Open,11/28/2025,28,180.00  $,3.75  $,3.10  $,4.40  $,22%,01/16/2026,N,182.55  $,2%,29%,-1.4%
SCHW,Sell to Open,11/28/2025,28,93.00  $,1.94  $,1.86  $,2.02  $,16%,01/21/2026,N,94.52  $,2%,29%,-2%
TMO,Sell to Open,11/28/2025,28,560.00  $,11.30  $,9.80  $,12.80  $,18%,01/29/2026,N,567.39  $,2%,28%,-1.3%
XLV,Sell to Open,11/28/2025,28,142.00  $,2.82  $,0.70  $,4.95  $,20%,,N,144.25  $,2%,27%,-2%
XLI,Sell to Open,11/28/2025,28,152.00  $,3.03  $,1.11  $,4.95  $,9%,,N,155.06  $,2%,27%,-2%
SHEL,Sell to Open,11/28/2025,28,74.00  $,1.45  $,1.20  $,1.70  $,17%,,N,74.92  $,2%,27%,-1%
BLK,Sell to Open,11/28/2025,28,"1,070.00  $",20.95  $,20.30  $,21.60  $,16%,01/14/2026,N,"1,082.81  $",2%,27%,-1%
XLP,Sell to Open,11/28/2025,28,75.50  $,1.46  $,0.68  $,2.25  $,7%,,N,76.28  $,2%,27%,-1%
CVX,Sell to Open,11/28/2025,28,155.00  $,3.00  $,2.90  $,3.10  $,25%,10/31/2025,Y,157.72  $,1.9%,26.7%,-2%
LHX,Sell to Open,11/28/2025,28,285.00  $,5.45  $,4.80  $,6.10  $,17%,,N,289.10  $,2%,26%,-1%
HCA,Sell to Open,11/21/2025,21,455.00  $,8.65  $,7.00  $,10.30  $,21%,01/23/2026,N,459.68  $,2%,36%,-1%
SHLD,Sell to Open,11/21/2025,21,68.00  $,1.27  $,1.20  $,1.35  $,0%,,N,68.31  $,2%,36%,0%
GSK,Sell to Open,11/28/2025,28,46.00  $,0.88  $,0.80  $,0.95  $,17%,,N,46.86  $,2%,26%,-2%
TMUS,Sell to Open,11/28/2025,28,205.00  $,3.92  $,3.75  $,4.10  $,33%,01/28/2026,N,210.05  $,2%,26%,-2.4%
AZO,Sell to Open,11/21/2025,21,"3,600.00  $",68.45  $,65.00  $,71.90  $,52%,12/09/2025,N,"3,674.43  $",2%,36%,-2%
AXP,Sell to Open,11/28/2025,28,355.00  $,6.65  $,6.40  $,6.90  $,10%,01/23/2026,N,360.73  $,2%,26%,-2%
MCD,Sell to Open,11/28/2025,28,295.00  $,5.48  $,5.25  $,5.70  $,32%,11/05/2025,Y,298.43  $,2%,26%,-1%
TBT,Sell to Open,11/21/2025,21,33.00  $,0.60  $,0.55  $,0.65  $,7%,,N,33.02  $,2%,35%,0%
EQIX,Sell to Open,11/21/2025,21,830.00  $,15.00  $,12.20  $,17.80  $,8%,02/11/2026,N,846.01  $,2%,34%,-2%
DEO,Sell to Open,11/21/2025,21,90.00  $,1.62  $,1.40  $,1.85  $,44%,,N,92.09  $,2%,33.9%,-2%
IWM,Sell to Open,11/28/2025,28,243.00  $,4.26  $,4.23  $,4.29  $,14%,,N,246.23  $,2%,24%,-1%
